Station,Epiyear,Epiweek,Year,Month,Day,Daily_Rainfall_Total_mm,Mean_Temperature_degC,Maximum_Temperature_degC,Minimum_Temperature_degC,Mean_Wind_Speed_kmh,Max_Wind_Speed_kmh
Admiralty,2020,7,2020,2,14,0,28,32.6,25.4,20.2,41.8
Admiralty,2020,7,2020,2,15,0,28.4,34.8,24.7,14,31.7
Admiralty,2020,8,2020,2,16,4.6,27.5,35.5,24.7,12.6,34.2
Admiralty,2020,8,2020,2,17,0,28.1,33.2,25.5,19.1,48.2
Admiralty,2020,8,2020,2,18,1,26.4,29.4,23.9,20.9,53.3
Admiralty,2020,8,2020,2,19,0,27.6,32,25.6,23,55.8
Admiralty,2020,8,2020,2,20,1,27.4,31.6,25,25.2,59.8
Admiralty,2020,8,2020,2,21,4.8,26.6,29.7,24,21.6,65.9
Admiralty,2020,8,2020,2,22,0,27.5,30.6,25.5,25.2,60.5
Admiralty,2020,9,2020,2,23,0,27.5,31,25.1,25.6,59.8
Admiralty,2020,9,2020,2,24,0.2,26.8,29.7,25.6,24.1,69.8
Admiralty,2020,9,2020,2,25,0,27.7,31.6,25.2,23,50.8
Admiralty,2020,9,2020,2,26,0,27.9,32.4,25.1,22.3,49
Admiralty,2020,9,2020,2,27,0,28.1,32.8,25.3,21.6,47.2
Admiralty,2020,9,2020,2,28,0,28,32.3,25.4,22,47.5
Admiralty,2020,9,2020,2,29,0,27.8,32.5,24.9,22.3,45.7
Admiralty,2020,10,2020,3,1,0,27.9,32.7,24.8,20.2,51.1
Admiralty,2020,10,2020,3,2,0,28,32.8,24.9,19.1,43.9
Admiralty,2020,10,2020,3,3,0,28,32.1,25.4,21.6,47.5
Admiralty,2020,10,2020,3,4,0.6,28.3,33.1,25.8,18.4,41.4
Admiralty,2020,10,2020,3,5,1.6,27.1,29.9,25,17.6,39.6
Admiralty,2020,10,2020,3,6,0,27.5,31.7,25.1,13.3,38.2
Admiralty,2020,10,2020,3,7,5.2,27.8,33.7,25.9,16.2,57.2
Admiralty,2020,11,2020,3,8,16.4,27.9,33.6,25.6,12.6,31
Admiralty,2020,11,2020,3,9,0.2,28.8,36,25.5,12.2,31.3
Admiralty,2020,11,2020,3,10,0,29.2,35.7,26.3,15.5,37.4
Admiralty,2020,11,2020,3,11,16,28.6,34.7,24.2,15.5,54.7
Admiralty,2020,11,2020,3,12,0,28.5,33.3,25.6,19.4,49
Admiralty,2020,11,2020,3,13,0,29.3,36,25.8,16.9,41.4
Admiralty,2020,11,2020,3,14,0,28.9,33.5,26.5,18.7,41.8
Admiralty,2020,12,2020,3,15,0,28.9,33.1,26.7,21.6,46.1
Admiralty,2020,12,2020,3,16,0,28.5,32.7,26.6,22.3,61.2
Admiralty,2020,12,2020,3,17,0,28.5,32.4,25.9,20.9,50.4
Admiralty,2020,12,2020,3,18,5.4,27.9,32,25.5,18.7,44.6
Admiralty,2020,12,2020,3,19,0,28.3,33.9,25.7,16.2,41
Admiralty,2020,12,2020,3,20,0,28.1,32.8,26,17.6,41
Admiralty,2020,12,2020,3,21,45.2,27.5,32,24.1,16.9,39.2
Admiralty,2020,13,2020,3,22,26.8,27.3,33.8,23.6,13,53.6
Admiralty,2020,13,2020,3,23,19.4,26.5,30.4,24,11.9,32.8
Admiralty,2020,13,2020,3,24,0.2,28.2,33.6,24.7,17.3,47.5
Admiralty,2020,13,2020,3,25,0,28.4,32,25.8,14.4,38.2
Admiralty,2020,13,2020,3,26,0,29,33.6,26,17.6,39.2
Admiralty,2020,13,2020,3,27,30.6,28.1,34.6,23.8,14.8,44.3
Admiralty,2020,13,2020,3,28,14.2,28.8,34.9,25.8,14,36.4
Admiralty,2020,14,2020,3,29,0,28.9,33.9,26.3,18.7,37.8
Admiralty,2020,14,2020,3,30,0.2,28.9,34.8,25.9,15.1,35.6
Admiralty,2020,14,2020,3,31,0,29.4,35,26.6,16.2,39.6
Admiralty,2020,14,2020,4,1,0.4,29.2,35.7,26,13.7,34.6
Admiralty,2020,14,2020,4,2,5,28.5,35.2,25.3,15.4,51.1
Admiralty,2020,14,2020,4,3,8.6,27.9,32.7,24.4,14.4,41.5
Admiralty,2020,14,2020,4,4,0,29.2,33.8,26.4,16.1,40.7
Admiralty,2020,15,2020,4,5,0,28.2,33.8,25.3,13.4,46.9
Admiralty,2020,15,2020,4,6,0,27.7,30.8,25.9,11.2,35.6
Admiralty,2020,15,2020,4,7,30,27.4,31.8,23.1,NA,33.2
Admiralty,2020,15,2020,4,8,33.6,27.9,35.1,23.3,12.1,35.6
Admiralty,2020,15,2020,4,9,0.2,28.7,34.4,25.3,15.3,44.6
Admiralty,2020,15,2020,4,10,0,28.8,35.1,25.4,14.3,37.8
Admiralty,2020,15,2020,4,11,0.4,28.7,33.4,26.8,16.3,39.6
Admiralty,2020,16,2020,4,12,0,28.7,33,26.6,16.2,36.3
Admiralty,2020,16,2020,4,13,27.6,28.2,32.7,22.4,14.2,51.5
Admiralty,2020,16,2020,4,14,0,29.2,33.7,26.3,19,44.6
Admiralty,2020,16,2020,4,15,0,29.3,33,26.2,18.1,45.4
Admiralty,2020,16,2020,4,16,0,29.5,34.4,26.4,18.5,41.9
Admiralty,2020,16,2020,4,17,0,29.5,34.3,26.6,15.7,37
Admiralty,2020,16,2020,4,18,0,29.3,34.4,26.2,16.4,43.5
Admiralty,2020,17,2020,4,19,0,30.1,34.7,27.6,16.4,36.7
Admiralty,2020,17,2020,4,20,0,30,34.5,27.2,17.9,37
Admiralty,2020,17,2020,4,21,63.2,28.4,32.9,23.3,14.1,46.1
Admiralty,2020,17,2020,4,22,1,29.1,34.9,26.9,15.1,45.7
Admiralty,2020,17,2020,4,23,12.6,27.7,34.2,25.5,11.5,41.9
Admiralty,2020,17,2020,4,24,4,27.2,34.6,25.1,9.6,36.3
Admiralty,2020,17,2020,4,25,2.4,27.2,31.3,25.8,10.3,37.4
Admiralty,2020,18,2020,4,26,2.2,27,32.5,25.5,11,35.6
Admiralty,2020,18,2020,4,27,0,27.2,30.7,24.9,11.2,42
Admiralty,2020,18,2020,4,28,NA,28.4,31.8,26,10.9,25.9
Admiralty,2020,18,2020,4,29,NA,28.9,34.5,25.1,11,42
Admiralty,2020,18,2020,4,30,9.2,27.7,33.6,24.8,11.5,30.6
Admiralty,2020,18,2020,5,1,8.6,26.3,30.4,24.7,9.7,41.5
Admiralty,2020,18,2020,5,2,0,28.1,31.7,25.5,11.7,32.8
Admiralty,2020,19,2020,5,3,6,28.6,33.1,25.2,9.8,26.3
Admiralty,2020,19,2020,5,4,0.2,27.8,30.9,26.1,13,29.8
Admiralty,2020,19,2020,5,5,3,28.3,35,25.6,12.2,45
Admiralty,2020,19,2020,5,6,0.2,28.4,31.6,25,7.9,37.4
Admiralty,2020,19,2020,5,7,0,29.8,35,27.6,10.3,35
Admiralty,2020,19,2020,5,8,8.4,28.8,32.3,25.3,9.2,29.8
Admiralty,2020,19,2020,5,9,1.6,30.6,35.2,27.4,7.9,25.9
Admiralty,2020,20,2020,5,10,0.2,29.6,32.3,26.3,12.4,37.8
Admiralty,2020,20,2020,5,11,1.2,29.1,32.8,25.9,11,35.9
Admiralty,2020,20,2020,5,12,0,30,34.7,28.3,12.6,37.8
Admiralty,2020,20,2020,5,13,2.4,27.8,31.3,24.7,10.8,38.2
Admiralty,2020,20,2020,5,14,0,29.1,34.2,25.6,12.4,35.6
Admiralty,2020,20,2020,5,15,0,30.1,34.7,27,9.9,32.4
Admiralty,2020,20,2020,5,16,10.8,29.8,33.9,26.6,9.4,38.9
Admiralty,2020,21,2020,5,17,46,28.2,33.1,24.7,9.3,39.6
Admiralty,2020,21,2020,5,18,0,29.1,34.4,25.3,7.6,23.7
Admiralty,2020,21,2020,5,19,0,30.1,34.1,28,10.5,36.7
Admiralty,2020,21,2020,5,20,NA,28.8,33.4,25.7,9.9,45.7
Admiralty,2020,21,2020,5,21,0.2,29,35.8,26.5,10.5,42
Admiralty,2020,21,2020,5,22,40,27.9,32.4,23.4,10.9,35
Admiralty,2020,21,2020,5,23,0.2,27.5,30.8,26,9.4,25.9
Admiralty,2020,22,2020,5,24,0,28.5,33.6,26.4,12.1,42
Admiralty,2020,22,2020,5,25,13.6,28.7,34.6,26.2,10.9,34.3
Admiralty,2020,22,2020,5,26,2.2,28.9,35,26.1,9.6,30.6
Admiralty,2020,22,2020,5,27,1.8,28.1,31.4,25.9,10.7,41.1
Admiralty,2020,22,2020,5,28,0.6,29,34.3,26.5,11,35.2
Admiralty,2020,22,2020,5,29,3.8,28.1,32.4,25.1,9.6,39.6
Admiralty,2020,22,2020,5,30,6,27.8,34.7,25.2,10.1,45
Admiralty,2020,23,2020,5,31,0,28.3,33.5,25.9,11.1,29.1
Admiralty,2020,23,2020,6,1,10,26.4,30.4,24.2,11.1,38.9
Admiralty,2020,23,2020,6,2,19.4,28.1,35.6,24.3,9.7,32.4
Admiralty,2020,23,2020,6,3,0,28.6,32.3,25.8,11.6,35.6
Admiralty,2020,23,2020,6,4,13.8,28.5,34,24.1,8.4,51.5
Admiralty,2020,23,2020,6,5,9.8,27.9,31.5,23.9,8,33.2
Admiralty,2020,23,2020,6,6,3.2,27,29.4,24.3,8.5,25.2
Admiralty,2020,24,2020,6,7,0,29.3,33.9,26,10.6,24.4
Admiralty,2020,24,2020,6,8,0,29.3,34.8,27.1,10.9,34.3
Admiralty,2020,24,2020,6,9,0,29.9,33.7,26.6,10,29.8
Admiralty,2020,24,2020,6,10,0,29,33.5,25.9,12.1,39.3
Admiralty,2020,24,2020,6,11,1.2,28.3,33.5,25.2,12.1,37
Admiralty,2020,24,2020,6,12,1.6,28.5,32,26.9,9.3,34.6
Admiralty,2020,24,2020,6,13,7.4,25.6,27.2,24.3,9,29.4
Admiralty,2020,25,2020,6,14,1.2,28,33.2,25.1,8.2,33.9
Admiralty,2020,25,2020,6,15,0.2,29.6,33.4,27.8,9.7,42.8
Admiralty,2020,25,2020,6,16,4.6,28.2,31.2,26.2,12.7,35.2
Admiralty,2020,25,2020,6,17,11.2,26.6,29.7,25.2,9.3,27.8
Admiralty,2020,25,2020,6,18,1.4,27.3,30.4,25.2,8.9,23.7
Admiralty,2020,25,2020,6,19,2,28,31.6,25.3,7.8,24.1
Admiralty,2020,25,2020,6,20,13,26.1,28.1,24.4,8.3,32.8
Admiralty,2020,26,2020,6,21,0,26.7,28.4,25.4,8.2,29.4
Admiralty,2020,26,2020,6,22,0,27.1,28.6,25.5,8.5,27.8
Admiralty,2020,26,2020,6,23,16.8,26.4,29.3,23.4,8.6,34.3
Admiralty,2020,26,2020,6,24,6.8,26.3,27.5,23.9,9.5,41.1
Admiralty,2020,26,2020,6,25,0,28.3,32.3,25.3,9.1,25.6
Admiralty,2020,26,2020,6,26,0,28.7,32.4,26.4,10,28.5
Admiralty,2020,26,2020,6,27,3.8,28.9,31.9,26.3,10.9,37.8
Admiralty,2020,27,2020,6,28,0.2,29.2,32.6,26.9,9.3,43.9
Admiralty,2020,27,2020,6,29,0.4,29.4,32.4,27.6,8.7,36.3
Admiralty,2020,27,2020,6,30,7.2,29.2,33.8,26.2,10.8,43.2
Ang Mo Kio,2020,1,2019,12,29,0.2,27.3,30.9,24.9,17.3,43.2
Ang Mo Kio,2020,1,2019,12,30,0,27.6,32.3,24.9,16.6,35.3
Ang Mo Kio,2020,1,2019,12,31,0,27.6,32.2,25.1,16.9,42.5
Ang Mo Kio,2020,1,2020,1,1,0,27.6,31.1,25.4,17.6,47.2
Ang Mo Kio,2020,1,2020,1,2,0,27.4,30.3,25.4,17.3,44.3
Ang Mo Kio,2020,1,2020,1,3,0.2,27.5,30.9,25.7,18.4,40
Ang Mo Kio,2020,1,2020,1,4,1.4,27,29.8,25.3,18,47.9
Ang Mo Kio,2020,2,2020,1,5,0,27.5,32,24.7,17.6,37.8
Ang Mo Kio,2020,2,2020,1,6,19.4,26.3,31.3,23.8,14.8,45.7
Ang Mo Kio,2020,2,2020,1,7,2.8,25.9,29.5,23.6,16.2,39.2
Ang Mo Kio,2020,2,2020,1,8,0.5,27.4,31,25.1,18.7,43.2
Ang Mo Kio,2020,2,2020,1,9,2.4,27.4,31.1,25.3,18.4,46.4
Ang Mo Kio,2020,2,2020,1,10,0,27,30.2,25.2,16.2,37.1
Ang Mo Kio,2020,2,2020,1,11,0,27.4,30.7,25.4,15.1,33.8
Ang Mo Kio,2020,3,2020,1,12,2,27.4,32.6,24.9,15.8,31.7
Ang Mo Kio,2020,3,2020,1,13,0,27.1,31.8,24.2,18,36.7
Ang Mo Kio,2020,3,2020,1,14,0,27.2,31.5,24.7,18,39.6
Ang Mo Kio,2020,3,2020,1,15,0,27.3,30.9,25.1,18,36.4
Ang Mo Kio,2020,3,2020,1,16,0,27.6,31.1,25.9,17.6,39.2
Ang Mo Kio,2020,3,2020,1,17,0,27.8,32.2,24.9,17.6,38.2
Ang Mo Kio,2020,3,2020,1,18,0.2,27.6,32.2,25.2,18.4,37.8
Ang Mo Kio,2020,4,2020,1,19,0,28.1,32.6,25.4,18.7,43.9
Ang Mo Kio,2020,4,2020,1,20,0,27.9,32.1,26,19.1,40
Ang Mo Kio,2020,4,2020,1,21,7.8,26,27.4,24.7,17.6,42.8
Ang Mo Kio,2020,4,2020,1,22,0,27.9,31.7,25.3,19.8,48.2
Ang Mo Kio,2020,4,2020,1,23,0,27.8,31.9,25.3,19.1,44.3
Ang Mo Kio,2020,4,2020,1,24,0,27.6,31.8,24.9,18.7,40
Ang Mo Kio,2020,4,2020,1,25,0,27.7,32.6,24.4,17.3,36.7
Ang Mo Kio,2020,5,2020,1,26,0,28.1,33.7,25,16.9,36.7
Ang Mo Kio,2020,5,2020,1,27,29.4,27.6,32.3,24.8,16.9,34.2
Ang Mo Kio,2020,5,2020,1,28,0,28.4,32.7,25.6,18.4,35.6
Ang Mo Kio,2020,5,2020,1,29,85.2,26,29.6,23.6,15.5,42.1
Ang Mo Kio,2020,5,2020,1,30,0.2,27,31.7,23.6,15.8,38.2
Ang Mo Kio,2020,5,2020,1,31,0,28,31.7,25.7,20.2,47.5
Ang Mo Kio,2020,5,2020,2,1,0,27.9,31,25.8,20.5,46.8
Ang Mo Kio,2020,6,2020,2,2,0,27.3,30.1,25.8,20.5,52.6
Ang Mo Kio,2020,6,2020,2,3,0,27.5,31.8,24.8,19.1,40.3
Ang Mo Kio,2020,6,2020,2,4,0,27.2,31.3,24.3,18.7,42.1
Ang Mo Kio,2020,6,2020,2,5,0,27.5,32.8,24.6,19.1,43.6
Ang Mo Kio,2020,6,2020,2,6,0,27.8,32.1,25.3,20.2,42.5
Ang Mo Kio,2020,6,2020,2,7,0,27.5,31.1,25.3,20.5,45.7
Ang Mo Kio,2020,6,2020,2,8,0,27.3,30.6,24.5,19.1,36
Ang Mo Kio,2020,7,2020,2,9,16.8,26.2,29.9,23.4,15.5,36.7
Ang Mo Kio,2020,7,2020,2,10,1.6,26.8,32.2,23.4,16.2,37.8
Ang Mo Kio,2020,7,2020,2,11,88,26.2,28.9,24,17.6,36.4
Ang Mo Kio,2020,7,2020,2,12,7.4,27.4,31.6,25,19.1,39.6
Ang Mo Kio,2020,7,2020,2,13,0,28.1,32.4,25.7,19.8,40.7
Ang Mo Kio,2020,7,2020,2,14,0,28,32.3,25.4,19.4,36.7
Ang Mo Kio,2020,7,2020,2,15,0,28.4,34,24.9,16.6,35.3
Ang Mo Kio,2020,8,2020,2,16,16,27.4,33.2,23.3,16.6,37.8
Ang Mo Kio,2020,8,2020,2,17,0,28.1,32.9,25.1,19.8,44.6
Ang Mo Kio,2020,8,2020,2,18,2.2,26.4,29.8,23.9,20.2,43.6
Ang Mo Kio,2020,8,2020,2,19,0.8,27.7,31.6,25.8,21.2,48.2
Ang Mo Kio,2020,8,2020,2,20,0,NA,NA,NA,22,47.2
Ang Mo Kio,2020,8,2020,2,21,10.6,NA,NA,NA,20.9,58
Ang Mo Kio,2020,8,2020,2,22,3.2,27.4,31.1,24.6,21.6,52.6
Ang Mo Kio,2020,9,2020,2,23,0,27.6,31.1,25.5,22,50.8
Ang Mo Kio,2020,9,2020,2,24,4.8,26.5,29.5,25.1,20.9,49.7
Ang Mo Kio,2020,9,2020,2,25,0,27.7,31.9,25,21.2,40.7
Ang Mo Kio,2020,9,2020,2,26,0,28,32.5,25.2,21.2,45.7
Ang Mo Kio,2020,9,2020,2,27,0,28,32.3,25.3,21.6,46.4
Ang Mo Kio,2020,9,2020,2,28,0,27.9,32.2,25.7,21.6,42.8
Ang Mo Kio,2020,9,2020,2,29,0,27.8,32.2,24.8,21.2,45.4
Ang Mo Kio,2020,10,2020,3,1,0,27.8,32.7,24.8,20.9,42.8
Ang Mo Kio,2020,10,2020,3,2,0,28.1,32.9,24.9,20.9,41.8
Ang Mo Kio,2020,10,2020,3,3,0,28.2,32.5,25.3,21.6,43.9
Ang Mo Kio,2020,10,2020,3,4,0,28.4,33.1,25.9,20.9,40
Ang Mo Kio,2020,10,2020,3,5,0,27.5,30.3,25.3,20.5,37.1
Ang Mo Kio,2020,10,2020,3,6,0,27.8,31.6,25.5,16.9,36.7
Ang Mo Kio,2020,10,2020,3,7,13,27.6,33.9,25.5,18.7,38.9
Ang Mo Kio,2020,11,2020,3,8,3.4,27.8,32.8,25.5,19.4,35.6
Ang Mo Kio,2020,11,2020,3,9,0,28.5,34.3,25.5,18.4,33.8
Ang Mo Kio,2020,11,2020,3,10,0,29,33.6,26,18.7,38.9
Ang Mo Kio,2020,11,2020,3,11,NA,NA,NA,NA,NA,NA
Ang Mo Kio,2020,11,2020,3,12,NA,NA,NA,NA,NA,NA
Ang Mo Kio,2020,11,2020,3,13,NA,NA,NA,NA,NA,NA
Ang Mo Kio,2020,11,2020,3,14,NA,NA,NA,NA,NA,NA
Ang Mo Kio,2020,12,2020,3,15,NA,NA,NA,NA,NA,NA
Ang Mo Kio,2020,12,2020,3,16,NA,NA,NA,NA,NA,NA
Ang Mo Kio,2020,12,2020,3,17,0,NA,NA,NA,21.6,42.5
Ang Mo Kio,2020,12,2020,3,18,0,28.5,33.1,25.7,20.9,41.8
Ang Mo Kio,2020,12,2020,3,19,0,28.2,32.5,25.6,20.5,37.1
Ang Mo Kio,2020,12,2020,3,20,0,27.9,32,25.8,20.9,37.4
Ang Mo Kio,2020,12,2020,3,21,11.8,27.5,32,25.9,20.2,36.7
Ang Mo Kio,2020,13,2020,3,22,1.2,27.6,33.2,24.9,18.7,38.5
Ang Mo Kio,2020,13,2020,3,23,8,26.6,30.4,23.5,16.2,34.6
Ang Mo Kio,2020,13,2020,3,24,0,28.1,33.3,24.9,19.8,48.6
Ang Mo Kio,2020,13,2020,3,25,0,28.8,32.9,25.8,19.4,36.7
Ang Mo Kio,2020,13,2020,3,26,0,29,33.4,26.1,20.9,40.3
Ang Mo Kio,2020,13,2020,3,27,5,28.7,34.2,26.5,19.8,41.4
Ang Mo Kio,2020,13,2020,3,28,0,29.1,34,26,19.4,36.7
Ang Mo Kio,2020,14,2020,3,29,0,29,33.2,26.1,20.9,38.9
Ang Mo Kio,2020,14,2020,3,30,0,29.1,35.2,25.9,19.1,36.7
Ang Mo Kio,2020,14,2020,3,31,0,29.6,35.3,26.7,20.2,36.4
Ang Mo Kio,2020,14,2020,4,1,0,29.5,35,26.5,19.9,37.8
Ang Mo Kio,2020,14,2020,4,2,32.8,28.4,35.5,23.6,19.4,49.6
Ang Mo Kio,2020,14,2020,4,3,10.4,28,32.7,24.4,18.5,40.7
Ang Mo Kio,2020,14,2020,4,4,0,29.5,33.9,26.7,20.1,42.8
Ang Mo Kio,2020,15,2020,4,5,0,28.8,34.1,26.9,19.2,45.4
Ang Mo Kio,2020,15,2020,4,6,0,28,31.4,26.3,16.3,35
Ang Mo Kio,2020,15,2020,4,7,45.6,27.6,32.4,23.3,17.1,37
Ang Mo Kio,2020,15,2020,4,8,15.4,27.9,33.8,24.3,18.6,38.9
Ang Mo Kio,2020,15,2020,4,9,0,28.8,34.1,25.6,18.9,38.9
Ang Mo Kio,2020,15,2020,4,10,0,28.9,33.8,25.4,20.2,36.3
Ang Mo Kio,2020,15,2020,4,11,0.6,28.7,33.2,26.3,20.6,44.6
Ang Mo Kio,2020,16,2020,4,12,0,28.6,33.4,26.5,20.5,35
Ang Mo Kio,2020,16,2020,4,13,41,28.3,33.4,24,18.9,48.5
Ang Mo Kio,2020,16,2020,4,14,0,29.2,33.7,26.5,21,38.2
Ang Mo Kio,2020,16,2020,4,15,0.2,29.2,33.5,26.2,20.7,43.5
Ang Mo Kio,2020,16,2020,4,16,0,29.5,33.7,26.4,20.8,44.6
Ang Mo Kio,2020,16,2020,4,17,0,29.5,33.6,27,19.8,37
Ang Mo Kio,2020,16,2020,4,18,0,29.6,33.9,26.6,20.5,45.7
Ang Mo Kio,2020,17,2020,4,19,0,30.3,35,27.4,20.6,38.9
Ang Mo Kio,2020,17,2020,4,20,0,30.3,34.5,27,20.9,38.9
Ang Mo Kio,2020,17,2020,4,21,22.8,28.9,34.3,23.9,18.8,37.8
Ang Mo Kio,2020,17,2020,4,22,0.8,29.5,34.3,26.8,20,39.6
Ang Mo Kio,2020,17,2020,4,23,14.8,28.2,32.2,25.6,17.4,35
Ang Mo Kio,2020,17,2020,4,24,4.8,27.4,33.3,25.4,12.9,37.4
Ang Mo Kio,2020,17,2020,4,25,1.8,27.4,31.4,25.9,14,35
Ang Mo Kio,2020,18,2020,4,26,1.4,27.3,32.2,25.7,14.1,37
Ang Mo Kio,2020,18,2020,4,27,1.8,27.3,30.3,25.3,14.8,40.4
Ang Mo Kio,2020,18,2020,4,28,0,28.6,32.6,26.2,13.2,31.7
Ang Mo Kio,2020,18,2020,4,29,2.2,29,33.3,26.4,13.7,35.6
Ang Mo Kio,2020,18,2020,4,30,51.4,27.4,33.2,24.7,17.4,36.7
Ang Mo Kio,2020,18,2020,5,1,6.4,26.5,31,24.9,12.4,33.9
Ang Mo Kio,2020,18,2020,5,2,0.2,28.3,32.3,25.5,16.3,30.9
Ang Mo Kio,2020,19,2020,5,3,10.4,28.9,33.3,25.5,15.1,34.6
Ang Mo Kio,2020,19,2020,5,4,0.2,27.7,30.4,26.3,19.9,32.8
Ang Mo Kio,2020,19,2020,5,5,0,28.5,34.8,25.9,17.3,39.3
Ang Mo Kio,2020,19,2020,5,6,3,28.5,31.7,24,13.1,69.8
Ang Mo Kio,2020,19,2020,5,7,0,30.1,35.2,27.3,14.4,40.4
Ang Mo Kio,2020,19,2020,5,8,44.2,29.3,33.2,24,13.7,42.8
Ang Mo Kio,2020,19,2020,5,9,0,30.7,34.6,28.3,13.7,42.4
Ang Mo Kio,2020,20,2020,5,10,10.2,29.3,31.9,24.8,18.6,38.5
Ang Mo Kio,2020,20,2020,5,11,5.8,29,31.4,25.3,17.6,36.7
Ang Mo Kio,2020,20,2020,5,12,0,29.9,33,28.3,18.7,38.5
Ang Mo Kio,2020,20,2020,5,13,0.8,28.1,31,25.1,16.4,48.2
Ang Mo Kio,2020,20,2020,5,14,0.2,29.1,33.6,26.1,17.8,41.9
Ang Mo Kio,2020,20,2020,5,15,1.4,29.9,33.8,27.1,16.6,36.3
Ang Mo Kio,2020,20,2020,5,16,3.2,30.1,34.4,28.3,17.7,38.5
Ang Mo Kio,2020,21,2020,5,17,33.2,28.7,32.3,24.8,14.9,49.6
Ang Mo Kio,2020,21,2020,5,18,0.2,29.5,33.4,25.7,12.1,33.5
Ang Mo Kio,2020,21,2020,5,19,0.6,29.9,33.4,28.5,17.1,40
Ang Mo Kio,2020,21,2020,5,20,2,28.6,32.1,25.5,16,39.6
Ang Mo Kio,2020,21,2020,5,21,0.6,29.3,35.2,26.7,13.9,41.5
Ang Mo Kio,2020,21,2020,5,22,8,28.1,32.5,25,16.3,36.3
Ang Mo Kio,2020,21,2020,5,23,0.8,27.7,30.5,25.5,13.9,37
