name,add,lon,lat
ACUMED MEDICAL GROUP,BLK 214 Bedok North Street 1 #01-165 Singapore 460214,103.93243,1.326024
ACUMED MEDICAL GROUP,1 JOO KOON CIRCLE FAIRPRICE HUB #01-23 Singapore 629117,103.6784659,1.3269112
ACUMED MEDICAL GROUP,128 TUAS SOUTH AVENUE 3 JTC BIOMED ONE @ TUAS BIOMEDICAL PARK #01-03 Singapore 637370,103.6267754,1.2888927
ACUMED MEDICAL GROUP,BLK 215C COMPASSVALE DRIVE #01-02 Singapore 543215,103.8929155,1.3898391
ACUMED MEDICAL GROUP,14 TUAS AVENUE 1 JTC Space @ Tuas #01-05 Singapore 639499,103.660574,1.3234379
ADIDAH FAMILY CLINIC & SURGERY,BLK 821 TAMPINES ST 81 #01-210 Singapore 520821,103.934491,1.348648
ADMIRALTY FAMILY MEDICAL CLINIC,BLK 693 WOODLANDS AVENUE 6 #01-08 Singapore 730693,103.8037955,1.4379932
ADVANCE CLINIC & SURGERY PTE LTD,301 UBI AVE 1 #01-269 Singapore 400301,103.902125,1.330744
AE MEDICAL CLINIC,BLK 467B FERNVALE LINK #01-529 Singapore 792467,103.8779177,1.3974619
AEON MEDICAL AND AESTHETIC CENTRE,"9 SCOTTS ROAD SCOTTS MEDICAL CENTER, PACIFIC PLAZA #06-01/02/03 Singapore 228210",103.831788,1.306595
AERAS MEDICAL AESTHETIC CLINIC,218 ORCHARD ROAD ORCHARD GATEWAY @ EMERALD #05-01 Singapore 238851,103.838784,1.301615
AESTEEM AESTHETIC CLINIC,10 SINARAN DRIVE SQUARE 2 #11-23 Singapore 307506,103.844476,1.321061
AESTHETIC & DENTAL SURGERY,6 RAFFLES BOULEVARD MARINA SQUARE #B1-10 Singapore 039594,103.857422,1.290989
AESTHETIC WORKS MEDICAL ASSOCIATES,80 Marine Parade Road Parkway Parade #05-06/07 Singapore 449269,103.905281,1.301072
AESTHETICS PLUS MEDICAL CLINIC,57 CIRCULAR ROAD #02-01 Singapore 049412,103.849254,1.286025
AESTHETICS@HEALTHSPRINGS,BLK 524A JELAPANG ROAD GREENRIDGE SHOPPING CENTRE #02-01/02 Singapore 671524,103.766361,1.384839
AFFINITY MEDICAL CLINIC,BLK 253 SERANGOON CENTRAL DRIVE #01-187 Singapore 550253,103.870912,1.353708
AFFORD MEDICAL,25 SPRINGSIDE GREEN THE BROOKS II #01-09 Singapore 786015,103.8195465,1.4048406
AFPD MEDICAL CLINIC,10 TAMPINES INDUSTRIAL AVENUE 3 Singapore 528798,103.929698,1.360488
AGAPE CLINIC,BLK 222 Bishan St. 23 #B1-169 Singapore 570222,103.848068,1.358071
AGELESS MEDICAL,501 ORCHARD ROAD WHEELOCK PLACE #04-10 Singapore 238880,103.830326,1.304598
AIA ALEXANDRA CLINIC,371 ALEXANDRA ROAD AIA ALEXANDRA #01-03 Singapore 159963,103.802355,1.284818
AIDAN MEDICAL CLINIC,BLK 539 BEDOK NORTH STREET 3 #01-623 Singapore 460539,103.925109,1.331305
ALAXIS MEDICAL & AESTHETIC SURGERY,360 Orchard Road International Building #04-02 Singapore 238869,103.830876,1.306348
ALAXIS MEDICAL & AESTHETIC SURGERY,360 ORCHARD ROAD INTERNATIONAL BUILDING #04-05 Singapore 238869,103.830876,1.306348
ALEXANDRA FAMILY CLINIC & SURGERY,BLK 57 DAWSON ROAD #02-02 Singapore 142057,103.810934,1.292802
ALL DERMA MEDICAL CLINIC,360 ORCHARD ROAD INTERNATIONAL BUILDING #03-14 Singapore 238869,103.830876,1.306348
ALLHEALTH FAMILY CLINIC,BLK 872C TAMPINES STREET 86 #01-01 Singapore 523872,103.9315626,1.3550718
AMARIS B CLINIC,140 ARAB STREET Singapore 199827,103.8583,1.302196
AMITY MEDICAL CLINIC & DENTAL SURGERY,BLK 371 BT BATOK ST 31 #01-314 Singapore 650371,103.750631,1.359581
AMK FAMILY CLINIC PTE LTD,51 ANG MO KIO AVE 3 NO 51 @ AMK #01-01 Singapore 569922,103.847207,1.369149
AMPM FAMILY CLINIC & SURGERY PTE. LTD.,BLK 123 TOA PAYOH LOR 1 #01-521 Singapore 310123,103.845388,1.338662
ANDERSON MEDICAL CENTRE,BLK 283 BISHAN ST 22 #01-173 Singapore 570283,103.844074,1.358924
ANG MO KIO FAMILY MEDICINE CLINIC,4190 ANG MO KIO AVENUE 6 BROADWAY PLAZA #03-01 Singapore 569841,103.845583,1.372198
ANG MO KIO MEDICAL CENTRE,BLK 157 ANG MO KIO AVE 4 #01-558 Singapore 560157,103.839382,1.37526
ANSAR CLINIC,BLK 138 Tampines Street 11 #01-126 Singapore 521138,103.945616,1.345799
ANSARI FAMILY CLINIC & SURGERY,78 LORONG 25A GEYLANG ROAD Singapore 388259,103.883347,1.315918
ANTEH DISPENSARY PTE LTD,1 LORONG 22 GEYLANG GRANDVIEW SUITES #01-02 Singapore 398664,103.8823986,1.3126979
APAX MEDICAL & AESTHETICS CLINIC,1 WOODLANDS ROAD Junction 10 #02-11 Singapore 677899,103.760383,1.37978
APAX MEDICAL & AESTHETICS CLINIC,BLK 212 HOUGANG STREET 21 #01-313 Singapore 530212,103.888103,1.359509
APEX CLINIC & SURGERY,BLK 844 YISHUN ST 81 #01-162 Singapore 760844,103.835288,1.415635
APEX CLINIC & SURGERY,BLK 306 WOODLANDS ST 31 #01-39 Singapore 730306,103.774809,1.429942
APEX MEDICAL CENTRE (JURONG) PTE LTD,BLK 960 JURONG WEST ST 92 #01-172 Singapore 640960,103.691314,1.341406
APOLLO MEDICAL CENTRE,BLK 668 CHANDER ROAD #01-24 Singapore 210668,103.851086,1.307745
APPLE WELLNESS CENTER,7 ANG MO KIO STREET 64 #01-00 Singapore 569086,103.84481,1.388692
APPLE WELLNESS CENTER MEDICAL SERVICES,2 FUSIONOPOLIS WAY INNOVIS BUILDING LEVEL 2 Singapore 138634,103.788557,1.298775
AR-RAUDHAH MEDICAL CLINIC AND SURGERY PTE LTD,BLK 372 BUKIT BATOK STREET 31 #01-386 Singapore 650372,103.751101,1.359015
ARCADIA CLINIC,2 PANDAN VALLEY #01-211 Singapore 597626,103.778992,1.320431
ARIS MEDICAL CLINIC,989 BUKIT TIMAH ROAD MAPLEWOODS Singapore 589629,103.784324,1.333442
ARIUM CLINIC,583 ORCHARD ROAD FORUM #02-26/27 Singapore 238884,103.828639,1.306339
ARK MEDICAL CENTRE,10 SINARAN DRIVE SQUARE 2 #09-20 Singapore 307506,103.844476,1.321061
ASPEN CLINIC,BLK 283 BISHAN STREET 22 #01-185 Singapore 570283,103.844074,1.358924
ASSOCIATE DISPENSARIES,BLK 94 TOA PAYOH LOR 4 #01-20 Singapore 310094,103.849803,1.338881
ASSURANCE MEDICARE CLINIC AND SURGERY,370 TANJONG KATONG ROAD Singapore 437127,103.896786,1.3029869
ASTIQUE THE AESTHETIC CLINIC,350 ORCHARD ROAD SHAW HOUSE #08-00 Singapore 238868,103.831573,1.305487
ASTUTE MEDICAL AESTHETICS & LASER CLINIC,252 TEMBELING ROAD TEMBELING CENTRE #01-08 Singapore 423731,103.905339,1.30646
ASTUTE MEDICAL CLINIC PTE LTD,18 CROSS STREET CHINA SQUARE CENTRAL #01-112 Singapore 048423,103.846868,1.283384
ATLAS MEDICAL ~ DERMA-REGEN CLINIC BY DR SM YUEN,391B ORCHARD ROAD NGEE ANN CITY TOWER B #24-08/09 Singapore 238874,103.834289,1.302707
ATLAS PACIFIC MEDICAL,428 RIVER VALLEY ROAD LOFT @ NATHAN #01-10 Singapore 248327,103.828001,1.294531
ATRIO FAMILY CLINIC,BLK 291 YISHUN STREET 22 #01-349 Singapore 760291,103.8363959,1.436545
ATRIO FAMILY CLINIC (AMK) PTE. LTD.,BLK 532 ANG MO KIO AVENUE 10 CHENG SAN CENTRE #01-2461 Singapore 560532,103.854658,1.3737839
AVENUE+CO MEDICAL AESTHETICS,3 TEMASEK BOULEVARD SUNTEC CITY MALL #02-319/320 Singapore 038983,103.858967,1.295968
AYE METTA CLINIC PTE. LTD.,111 NORTH BRIDGE ROAD PENINSULA PLAZA #04-36A Singapore 179098,103.850442,1.292307
B S CHEW CLINIC,BLK 252 JURONG EAST ST 24 #01-109 Singapore 600252,103.738456,1.343415
B T GOH FAMILY CLINIC & SURGERY,BLK 194 KIM KEAT AVE #01-406 Singapore 310194,103.858203,1.330951
BA CLINIC,10 TAMPINES CENTRAL 1 TAMPINES ONE #04-35A Singapore 529536,103.945206,1.354396
BALKIS FAMILY CLINIC,BLK 631 BEDOK RESERVOIR RD #01-968 Singapore 470631,103.914939,1.332953
BALMORAL LASER & MEDICAL AESTHETICS,271 Bukit Timah Road Balmoral Plaza #02-12A Singapore 259708,103.835472,1.316498
BAN KOK CLINIC & SURGERY,BLK 146 POTONG PASIR AVE 1 #01-141 Singapore 350146,103.867199,1.332062
BANYAN CLINIC @ JW,BLK 502 JURONG WEST AVENUE 1 #01-817 Singapore 640502,103.718008,1.350353
BANYAN CLINIC PTE LTD.,BLK 768 Woodlands Avenue 6 Woodlands Mart #02-04 Singapore 730768,103.798159,1.445962
BEDOK CENTRAL CLINIC,BLK 214 BEDOK NORTH STREET 1 #01-161 Singapore 460214,103.93243,1.326024
BEDOK CLINIC & SURGERY(FAMILY MEDICAL CENTRE),BLK 17 BEDOK SOUTH RD #01-565 Singapore 460017,103.935554,1.320175
BEDOK DAY & NIGHT CLINIC,BLK 418 BEDOK NORTH AVENUE 2 #01-85 Singapore 460418,103.92989,1.328627
BEDOK DIVISION CLINIC,30 BEDOK NORTH ROAD Singapore 469676,103.937136,1.3326499
BEDOK LIFE CLINIC,123 BEDOK NORTH ST 2 #01-160 Singapore 460123,103.937359,1.329592
BEDOK MEDICAL CENTRE,BLK 18 BEDOK SOUTH RD #01-57 Singapore 460018,103.934572,1.320332
BEO CRESCENT CLINIC & SURGERY,BLK 40 Beo Crescent #01-02 Singapore 160040,103.827603,1.288999
BETHESDA MEDICAL CENTRE,3 TEMASEK BOULEVARD SUNTEC CITY MALL #03-330 Singapore 038983,103.858967,1.295968
BIO AESTHETIC LASER CLINIC,390 ORCHARD ROAD PALAIS RENAISSANCE #03-01 Singapore 238871,103.8295629,1.30661
BISHAN GRACE CLINIC,BLK 150 BISHAN STREET 11 #01-151 Singapore 570150,103.855269,1.344518
BK MEDICAL GROUP AESTHETIC CLINIC,100 TRAS STREET 100 AM #04-12 Singapore 079027,103.843549,1.274929
BL MEDICAL ASSOCIATES,2 SCIENCE PARK DRIVE ASCENT #01-10 Singapore 118222,103.785103,1.291094
BLESS MEDICAL CENTRE PTE LTD,BLK 221 BOON LAY PLACE BOON LAY SHOPPING CENTRE #01-108 Singapore 640221,103.712422,1.346517
BLISSCARE MEDICAL,10 SINARAN DRIVE NOVENA MEDICAL CENTRE #10-14 Singapore 307506,103.844476,1.321061
BLISSCARE MEDICAL,10 SINARAN DRIVE Novena Medical Centre #10-30 Singapore 307506,103.844476,1.321061
BOK FAMILY CLINIC PTE LTD,BLK 117 BEDOK RESERVOIR ROAD #01-58 Singapore 470117,103.908646,1.331381
BOON KENG CLINIC & SURGERY,BLK 11 UPPER BOON KENG RD #01-919 Singapore 380011,103.870795,1.314321
BOON LAY CENTRAL CLINIC,BLK 221 BOON LAY PLACE BOON LAY SHOPPING CENTRE #01-242 Singapore 640221,103.712422,1.346517
BOON LAY CLINIC & SURGERY,BLK 221 BOON LAY PLACE #01-240/244 Singapore 640221,103.712422,1.346517
BOON LAY CORPORATION CLINIC,BLK 350 JURONG EAST AVENUE 1 #01-1225 Singapore 600350,103.731233,1.344093
BORIS VALERIE,111 SOMERSET ROAD TRIPLEONE SOMERSET #03-15 to 18 Singapore 238164,103.837638,1.300513
BOSTON MEDICAL,BLK 119 ALJUNIED AVENUE 2 #01-72 Singapore 380119,103.886657,1.31953
BOSTON MEDICAL,3A INTERNATIONAL BUSINESS PARK ICON@IBP #01-08 Singapore 609935,103.749234,1.3275999
BOYS' HOME MEDICAL CLINIC II,32 JURONG WEST STREET 24 Singapore 649697,103.707658,1.349812
BRADDELL MEDICAL CLINIC,BLK 124 LORONG 1 TOA PAYOH #01-489 Singapore 310124,103.844472,1.338664
BUKIT BATOK MEDICAL CLINIC,207 BUKIT BATOK ST 21 #01-114 Singapore 650207,103.749347,1.3462209
BUKIT BATOK POLYCLINIC,50 BUKIT BATOK WEST AVENUE 3 Singapore 659164,103.747924,1.351972
BUKIT BATOK WEST CLINIC,BLK 323 BUKIT BATOK ST 33 #01-106 Singapore 650323,103.748201,1.361466
BUKIT MERAH CENTRAL MEDICAL CENTRE PTE LTD,BLK 165 BT MERAH CENTRAL #03-3683 Singapore 150165,103.816199,1.28344
BUKIT TIMAH CLINIC,621A BUKIT TIMAH ROAD Singapore 269731,103.809191,1.3245769
BUKIT TIMAH FAMILY CLINIC & SURGERY,897 BUKIT TIMAH ROAD Singapore 589617,103.790179,1.333394
BUKIT TIMAH NAM SANG CLINIC,80 JLN JURONG KECHIL Singapore 598591,103.773134,1.340362
C & K FAMILY CLINIC PTE LTD,108 UPPER EAST COAST ROAD Singapore 455297,103.92879,1.313281
C H TAN MEDICAL CLINIC & DENTAL SURGERY,BLK 177 BT BATOK WEST AVE 8 #01-259 Singapore 650177,103.74156,1.346365
C K TAN FAMILY CLINIC & SURGERY PTE LTD,BLK 125 TOA PAYOH LOR 1 #01-537 Singapore 310125,103.845538,1.338334
C Y KOK CLINIC & SURGERY,BLK 157 ANG MO KIO AVE 4 #01-562 Singapore 560157,103.839382,1.37526
C.M.C. WONG BINJAI CLINIC,15 BINJAI PARK Singapore 589824,103.787017,1.336072
C3 FAMILY CLINIC @ALJUNIED CRESCENT,BLK 95 ALJUNIED CRESCENT MACPHERSON VIEW #01-509 Singapore 380095,103.886362,1.321563
CALROSE MEDICAL FAMILY CLINIC,BLK 231A SUMANG LANE MATILDA COURT #01-05 Singapore 821231,103.8909577,1.4023353
CALVIN CHAN AESTHETIC & LASER CLINIC,501 Orchard Road Wheelock Place #05-11 Singapore 238880,103.830326,1.304598
CAMBRIDGE CLINIC,BLK 250 TAMPINES ST 21 #01-510 Singapore 520250,103.948177,1.352326
CAMRY MEDICAL CENTRE,BLK 95 Toa Payoh Lorong 4 #01-66 Singapore 310095,103.848997,1.338873
CANBERRA CARE MEDICAL CLINIC,BLK 120 CANBERRA CRESCENT MULTI STOREY CAR PARK #01-04 Singapore 750120,103.8313172,1.4455753
CANTERBURY MEDICAL CENTRE,328 CLEMENTI AVENUE 2 #01-202 Singapore 120328,103.766986,1.313511
CAPITAL MEDICAL CENTRE,111 NORTH BRIDGE ROAD PENINSULA PLAZA #05-18 Singapore 179098,103.850442,1.292307
CARE FAMILY CLINIC,BLK 663 BUFFALO ROAD #01-12 Singapore 210663,103.85087300000001,1.305672
CARE MEDICAL PTE LTD,BLK 683 HOUGANG AVE 8 #01-931 Singapore 530683,103.886822,1.373235
CARELINK FAMILY CLINIC,400 BALESTIER ROAD BALESTIER PLAZA #01-09/10 Singapore 329802,103.850723,1.325601
CARING COMMUNITY CLINIC,90 RACE COURSE ROAD Singapore 218577,103.851414,1.309035
CARING FAMILY CLINIC,BLK 501 JURONG WEST STREET 51 #01-271 Singapore 640501,103.719126,1.350092
CARITAS CLINIC,BLK 304 UBI AVE 1 #01-127 Singapore 400304,103.901257,1.329443
CASHEW MEDICAL & SURGERY,BLK 445 FAJAR RD FAJAR SHOPPING CENTRE #02-522 Singapore 670445,103.770558,1.383802
CASSIA CLINIC & SURGERY,34 CASSIA CRESCENT #01-76 Singapore 390034,103.884447,1.309599
CCK FAMILY CLINIC,BLK 304 CHOA CHU KANG AVE 4 #01-653 Singapore 680304,103.743096,1.38426
CECILIA FAMILY CLINIC & SURGERY,BLK 484 TAMPINES ST 43 #01-224 Singapore 520484,103.952521,1.361307
CELEVENUS WELLNESS AND AESTHETIC CLINIC,391B ORCHARD ROAD NGEE ANN CITY TOWER B #16-03/04 Singapore 238874,103.834289,1.302707
CENTRAL 24-HR CLINIC ( PIONEER NORTH ),BLK 959 JURONG WEST STREET 92 #01-160 Singapore 640959,103.690502,1.341514
CENTRAL 24-HR CLINIC (BEDOK),219 BEDOK CENTRAL MULTI STOREY CAR PARK #01-124 Singapore 460219,103.932968,1.324961
CENTRAL 24-HR CLINIC (CLEMENTI),BLK 450 Clementi Ave 3 #01-291 Singapore 120450,103.765368,1.313578
CENTRAL 24-HR CLINIC (HOUGANG),681 HOUGANG AVE 8 #01-831 Singapore 530681,103.886822,1.373235
CENTRAL 24-HR CLINIC (MARSILING),BLK 303 WOODLANDS STREET 31 #01-185 Singapore 730303,103.7740029,1.430999
CENTRAL 24-HR CLINIC (PASIR RIS),BLK 446 PASIR RIS DRIVE 6 #01-122 Singapore 510446,103.957523,1.3703669
CENTRAL 24-HR CLINIC (TAMPINES),BLK 201D TAMPINES STREET 21 #01-1151 Singapore 524201,103.953629,1.352255
CENTRAL 24-HR CLINIC (WOODLANDS),BLK 768 WOODLANDS AVENUE 6 WOODLANDS MART #02-06A Singapore 730768,103.798159,1.445962
CENTRAL 24-HR CLINIC (YISHUN),701A YISHUN AVE 5 #01-04 Singapore 761701,103.827832,1.4299519
CENTRAL 24HR CLINIC (JURONG WEST),BLK 492 JURONG WEST STREET 41 #01-54 Singapore 640492,103.724268,1.350203
CENTRAL DIVISION CLINIC,391 NEW BRIDGE ROAD POLICE CANTONMENT COMPLEX Singapore 088762,103.8394409,1.278478
CENTRAL MEDICAL GROUP PTE LTD,BLK 11 JALAN BUKIT MERAH #01-4442 Singapore 150011,103.808908,1.286601
CENTRAL [ CLINIC + SURGERY ] MARINE PARADE,BLK 81 MARINE PARADE CENTRAL #01-630 Singapore 440081,103.907111,1.30286
CHAI CHEE CLINIC & SURGERY,BLK 25A CHAI CHEE RD #01-453 Singapore 461025,103.924153,1.323408
CHAIM CLINIC,BLK 111 Toa Payoh Lor 1 #01-350 Singapore 310111,103.845575,1.341269
CHAN CLINIC & SURGERY,BLK 153 BT BATOK ST 11 #01-288 Singapore 650153,103.744289,1.347569
CHAN FAMILY CLINIC,865 MOUNTBATTEN ROAD KATONG SHOPPING CENTRE #02-81H Singapore 437844,103.901182,1.303746
CHANG CLINIC,1 JLN ANAK BUKIT BUKIT TIMAH PLAZA #B1-08/09/10 Singapore 588996,103.778958,1.339001
CHANG CLINIC & SURGERY,BLK 7 EVERTON PARK #01-21 Singapore 080007,103.839344,1.277088
CHANGI CLINIC,BLK 848 Sims Avenue Eunosville #01-734 Singapore 400848,103.901376,1.317213
CHANLAI HEALTHCARE CLINIC,BLK 604 YISHUN ST 61 #01-325 Singapore 760604,103.835421,1.4217979
CHARIS CLINIC & SURGERY,BLK 164 TAMPINES ST 12 #01-295 Singapore 521164,103.945939,1.349683
CHEE HWAN KOG CHARITY CLINIC,BLK 67 ANCHORVALE LINK Singapore 545071,103.890284,1.393858
CHEN & LOW FAMILY DOCTORS,BLK 548 WOODLANDS DR 44 #02-22 Singapore 730548,103.79392,1.430554
CHEN FAMILY CLINIC,BLK 153 SERANGOON NORTH AVE 1 #01-490 Singapore 550153,103.872411,1.369972
CHENG CLINIC,BLK 447 ANG MO KIO AVE 10 #01-1677 Singapore 560447,103.855892,1.367554
CHEONG FAMILY CLINIC PTE LTD,BLK 45 OWEN RD #01-293 Singapore 210045,103.850834,1.315617
CHERN MEDICAL CLINIC,BLK 138 TAMPINES ST 11 #01-112 Singapore 521138,103.945616,1.345799
CHIA & LEE MEDICAL & DENTAL CLINIC,BLK 802 TAMPINES AVE 4 #01-15 Singapore 520802,103.938108,1.346069
CHIA CLINIC AND SURGERY,27 FOCH ROAD HOA NAM BUILDING #01-04 Singapore 209264,103.85994,1.3123419
CHIEW CLINIC,2 KOVAN ROAD SIMON PLAZA #01-09 Singapore 548008,103.884927,1.36194
CHIN CHOO CLINIC,BLK 35 CIRCUIT ROAD #01-430 Singapore 370035,103.886,1.329166
CHIN LEONG CLINIC,517 WEST COAST ROAD #01-555 Singapore 120517,103.76011,1.307477
CHIN MEDICAL CLINIC,524A JELAPANG ROAD GREENRIDGE SHOPPING CENTRE #02-02A Singapore 671524,103.766361,1.384839
CHIRON MEDICAL CLINIC,BLK 3 ST. GEORGE'S ROAD ST GEORGE'S WEST GARDENS #01-95 Singapore 320003,103.860954,1.3226850000000001
CHNG CLINIC AND SURGERY,BLK 178 TOA PAYOH CENTRAL #01-236 Singapore 310178,103.849135,1.3332949
CHOA CHU KANG POLYCLINIC,2 TECK WHYE CRESCENT Singapore 688846,103.750669,1.382301
CHOICE CLINIC,BLK 548 WOODLANDS DR 44 VISTA POINT #02-21 Singapore 730548,103.79392,1.430554
CHONG & LIM FAMILY CLINIC,BLK 103 GANGSA ROAD #01-39 Singapore 670103,103.768434,1.378629
CHONG MEDICAL CLINIC,BLK 703 BEDOK RESERVOIR ROAD #01-3500 Singapore 470703,103.919774,1.337138
CHONG'S CLINIC,234 UPPER THOMSON ROAD Singapore 574365,103.8349099,1.353066
CHONG'S MEDICAL CENTRE,190 CLEMENCEAU AVE SINGAPORE SHOPPING CENTRE #01-29/30 Singapore 239924,103.8441579,1.298146
CHOONG'S CLINIC,BLK 480 TAMPINES ST 44 #01-261 Singapore 520480,103.95368,1.361342
CHOONG'S CLINIC,BLK 21 OLD AIRPORT RD #01-97 Singapore 390021,103.884504,1.307519
CHRIST THE KING FREE CLINIC,2221 ANG MO KIO AVENUE 8 CHURCH OF CHRIST THE KING Singapore 569809,103.852295,1.361812
CHUA & PARTNERS FAMILY CLINIC,18 Jalan Membina #02-05 Singapore 164018,103.826718,1.28568
CHUA CLINIC,BLK 678 HOUGANG AVE 8 #01-513 Singapore 530678,103.884068,1.370903
CHUA CLINIC & SURGERY,BLK 769 YISHUN AVE 3 #01-281 Singapore 760769,103.833149,1.42465
CHUA CLINIC & SURGERY,BLK 844 YISHUN ST 81 #01-156 Singapore 760844,103.835288,1.415635
CHUA MEDICAL CENTRE PTE LTD,BLK 248 Simei St 3 #01-134 Singapore 520248,103.953308,1.344085
CHUA MEDICAL CLINIC AND SURGERY PTE. LTD.,BLK 642 BUKIT BATOK CENTRAL #01-52 Singapore 650642,103.751551,1.349032
CHUA MEDICO CLINIC LLP,529 ANG MO KIO AVE 10 #01-2323 Singapore 560529,103.855671,1.372526
CHUAH CLINIC & SURGERY PTE LTD,BLK 113 ALJUNIED AVE 2 #01-19 Singapore 380113,103.886013,1.320532
CHUNG & EE MEDICAL CLINIC,BLK 10 TELOK BLANGAH CRESCENT #01-151 Singapore 090010,103.8197409,1.277725
